Drug,Demand_Forecast,Optimal_Stock_Level,Restocking_Strategy,shortage_units,risk_level
Metformin,7441,6845,Monthly,596,MEDIUM
Insulin,3311,2715,Monthly,596,MEDIUM
Lisinopril,4409,3813,Quarterly,596,MEDIUM
Atorvastatin,9064,8468,Monthly,596,MEDIUM
Metformin,6074,5478,Weekly,596,MEDIUM
Insulin,4698,4103,Monthly,595,MEDIUM
Insulin,6346,5751,Quarterly,595,MEDIUM
Metformin,5705,5110,Monthly,595,MEDIUM
Metformin,7948,7353,Monthly,595,MEDIUM
Atorvastatin,2765,2170,Monthly,595,MEDIUM
Lisinopril,2189,1594,Quarterly,595,MEDIUM
Lisinopril,5992,5397,Monthly,595,MEDIUM
Insulin,3134,2539,Monthly,595,MEDIUM
Lisinopril,5762,5168,Monthly,594,MEDIUM
Insulin,4573,3979,Monthly,594,MEDIUM
Insulin,3373,2779,Quarterly,594,MEDIUM
Metformin,6468,5874,Weekly,594,MEDIUM
Atorvastatin,6310,5716,Weekly,594,MEDIUM
Metformin,7739,7146,Monthly,593,MEDIUM
Lisinopril,9392,8799,Quarterly,593,MEDIUM
Lisinopril,2139,1546,Weekly,593,MEDIUM
Atorvastatin,9232,8639,Weekly,593,MEDIUM
Metformin,6040,5447,Quarterly,593,MEDIUM
Insulin,3507,2914,Monthly,593,MEDIUM
Metformin,7199,6606,Quarterly,593,MEDIUM
Metformin,8644,8051,Weekly,593,MEDIUM
Atorvastatin,7836,7244,Weekly,592,MEDIUM
Insulin,5834,5242,Quarterly,592,MEDIUM
Atorvastatin,2611,2019,Quarterly,592,MEDIUM
Insulin,7703,7111,Weekly,592,MEDIUM
Metformin,5523,4931,Weekly,592,MEDIUM
Atorvastatin,6716,6124,Weekly,592,MEDIUM
Lisinopril,3366,2774,Monthly,592,MEDIUM
Atorvastatin,8972,8380,Quarterly,592,MEDIUM
Atorvastatin,3742,3151,Weekly,591,MEDIUM
Atorvastatin,2952,2361,Weekly,591,MEDIUM
Metformin,8362,7771,Quarterly,591,MEDIUM
Lisinopril,8711,8120,Quarterly,591,MEDIUM
Atorvastatin,8093,7502,Quarterly,591,MEDIUM
Metformin,8544,7953,Quarterly,591,MEDIUM
Atorvastatin,4334,3743,Quarterly,591,MEDIUM
Metformin,7079,6488,Monthly,591,MEDIUM
Atorvastatin,3017,2426,Weekly,591,MEDIUM
Metformin,2469,1878,Quarterly,591,MEDIUM
Lisinopril,5178,4588,Monthly,590,MEDIUM
Lisinopril,7122,6532,Monthly,590,MEDIUM
Atorvastatin,3572,2982,Monthly,590,MEDIUM
Lisinopril,9363,8773,Quarterly,590,MEDIUM
Insulin,9226,8636,Quarterly,590,MEDIUM
Lisinopril,2972,2382,Monthly,590,MEDIUM
Lisinopril,6636,6047,Quarterly,589,MEDIUM
Insulin,6850,6261,Quarterly,589,MEDIUM
Insulin,7770,7181,Quarterly,589,MEDIUM
Lisinopril,8851,8262,Weekly,589,MEDIUM
Lisinopril,9520,8931,Quarterly,589,MEDIUM
Atorvastatin,8777,8188,Monthly,589,MEDIUM
Metformin,3890,3301,Weekly,589,MEDIUM
Atorvastatin,4481,3893,Monthly,588,MEDIUM
Metformin,6205,5617,Monthly,588,MEDIUM
Insulin,4459,3871,Monthly,588,MEDIUM
Metformin,7237,6649,Monthly,588,MEDIUM
Lisinopril,7984,7396,Monthly,588,MEDIUM
Lisinopril,8522,7934,Weekly,588,MEDIUM
Metformin,9744,9156,Weekly,588,MEDIUM
Atorvastatin,7569,6981,Quarterly,588,MEDIUM
Atorvastatin,9049,8461,Monthly,588,MEDIUM
Metformin,5256,4668,Quarterly,588,MEDIUM
Insulin,7969,7381,Monthly,588,MEDIUM
Insulin,2760,2173,Quarterly,587,MEDIUM
Metformin,4010,3423,Weekly,587,MEDIUM
Metformin,9848,9261,Weekly,587,MEDIUM
Insulin,2847,2260,Monthly,587,MEDIUM
Metformin,6171,5584,Quarterly,587,MEDIUM
Insulin,3186,2599,Weekly,587,MEDIUM
Metformin,2696,2110,Weekly,586,MEDIUM
Metformin,2509,1923,Weekly,586,MEDIUM
Metformin,3286,2700,Weekly,586,MEDIUM
Metformin,5039,4453,Weekly,586,MEDIUM
Atorvastatin,9065,8479,Weekly,586,MEDIUM
Insulin,2298,1712,Monthly,586,MEDIUM
Atorvastatin,2905,2319,Quarterly,586,MEDIUM
Metformin,6535,5949,Weekly,586,MEDIUM
Insulin,7892,7306,Quarterly,586,MEDIUM
Atorvastatin,6842,6257,Monthly,585,MEDIUM
Metformin,6653,6068,Quarterly,585,MEDIUM
Lisinopril,2943,2358,Quarterly,585,MEDIUM
Metformin,9160,8575,Monthly,585,MEDIUM
Atorvastatin,6532,5947,Weekly,585,MEDIUM
Metformin,9972,9387,Monthly,585,MEDIUM
Metformin,6302,5717,Weekly,585,MEDIUM
Atorvastatin,3353,2768,Weekly,585,MEDIUM
Metformin,8549,7964,Monthly,585,MEDIUM
Atorvastatin,8351,7766,Quarterly,585,MEDIUM
Metformin,9282,8697,Weekly,585,MEDIUM
Insulin,5795,5210,Monthly,585,MEDIUM
Metformin,6201,5616,Weekly,585,MEDIUM
Metformin,8994,8409,Quarterly,585,MEDIUM
Lisinopril,2839,2255,Quarterly,584,MEDIUM
Metformin,2262,1678,Weekly,584,MEDIUM
Insulin,4576,3992,Weekly,584,MEDIUM
Atorvastatin,9227,8643,Weekly,584,MEDIUM
Insulin,8314,7730,Monthly,584,MEDIUM
Insulin,4844,4260,Monthly,584,MEDIUM
Atorvastatin,4536,3952,Quarterly,584,MEDIUM
Insulin,5453,4869,Weekly,584,MEDIUM
Metformin,6205,5621,Quarterly,584,MEDIUM
Metformin,2621,2038,Quarterly,583,MEDIUM
Atorvastatin,5173,4590,Monthly,583,MEDIUM
Lisinopril,6754,6171,Quarterly,583,MEDIUM
Insulin,6968,6385,Quarterly,583,MEDIUM
Insulin,6386,5803,Quarterly,583,MEDIUM
Metformin,7874,7291,Monthly,583,MEDIUM
Lisinopril,2636,2053,Monthly,583,MEDIUM
Atorvastatin,6762,6179,Weekly,583,MEDIUM
Insulin,6163,5580,Weekly,583,MEDIUM
Lisinopril,7325,6742,Weekly,583,MEDIUM
Insulin,3994,3411,Quarterly,583,MEDIUM
Atorvastatin,7134,6551,Weekly,583,MEDIUM
Lisinopril,4025,3442,Quarterly,583,MEDIUM
Metformin,6487,5904,Weekly,583,MEDIUM
Metformin,3858,3276,Monthly,582,MEDIUM
Metformin,7002,6420,Quarterly,582,MEDIUM
Lisinopril,9706,9124,Monthly,582,MEDIUM
Metformin,5134,4552,Weekly,582,MEDIUM
Metformin,6701,6119,Monthly,582,MEDIUM
Insulin,4940,4358,Weekly,582,MEDIUM
Insulin,3129,2547,Weekly,582,MEDIUM
Lisinopril,2330,1748,Quarterly,582,MEDIUM
Metformin,3899,3317,Weekly,582,MEDIUM
Insulin,4536,3955,Weekly,581,MEDIUM
Atorvastatin,4552,3971,Weekly,581,MEDIUM
Atorvastatin,4104,3523,Quarterly,581,MEDIUM
Insulin,6236,5655,Monthly,581,MEDIUM
Metformin,2546,1965,Quarterly,581,MEDIUM
Lisinopril,4142,3561,Weekly,581,MEDIUM
Lisinopril,9063,8482,Quarterly,581,MEDIUM
Insulin,8790,8209,Quarterly,581,MEDIUM
Metformin,5479,4898,Monthly,581,MEDIUM
Metformin,9928,9347,Quarterly,581,MEDIUM
Insulin,6185,5604,Weekly,581,MEDIUM
Insulin,4972,4391,Weekly,581,MEDIUM
Metformin,9947,9366,Quarterly,581,MEDIUM
Lisinopril,6553,5972,Weekly,581,MEDIUM
Insulin,3715,3135,Weekly,580,MEDIUM
Insulin,6397,5817,Monthly,580,MEDIUM
Insulin,3713,3133,Monthly,580,MEDIUM
Lisinopril,3857,3277,Monthly,580,MEDIUM
Metformin,2652,2072,Monthly,580,MEDIUM
Lisinopril,9369,8789,Weekly,580,MEDIUM
Lisinopril,2256,1676,Quarterly,580,MEDIUM
Metformin,3989,3409,Weekly,580,MEDIUM
Metformin,2413,1833,Monthly,580,MEDIUM
Insulin,8713,8133,Monthly,580,MEDIUM
Metformin,8533,7953,Monthly,580,MEDIUM
Insulin,5319,4739,Monthly,580,MEDIUM
Lisinopril,8832,8252,Quarterly,580,MEDIUM
Insulin,6543,5964,Monthly,579,MEDIUM
Atorvastatin,8717,8138,Quarterly,579,MEDIUM
Insulin,8035,7456,Weekly,579,MEDIUM
Lisinopril,2093,1514,Weekly,579,MEDIUM
Lisinopril,9742,9163,Weekly,579,MEDIUM
Insulin,4364,3785,Weekly,579,MEDIUM
Metformin,5623,5044,Monthly,579,MEDIUM
Lisinopril,6100,5521,Monthly,579,MEDIUM
Atorvastatin,9121,8543,Quarterly,578,MEDIUM
Lisinopril,7423,6845,Weekly,578,MEDIUM
Insulin,7437,6859,Weekly,578,MEDIUM
Metformin,2444,1866,Monthly,578,MEDIUM
Atorvastatin,9429,8851,Monthly,578,MEDIUM
Insulin,5411,4833,Quarterly,578,MEDIUM
Lisinopril,9646,9068,Monthly,578,MEDIUM
Lisinopril,2979,2401,Monthly,578,MEDIUM
Lisinopril,4017,3439,Quarterly,578,MEDIUM
Lisinopril,3255,2677,Weekly,578,MEDIUM
Insulin,6934,6356,Weekly,578,MEDIUM
Atorvastatin,5419,4842,Weekly,577,MEDIUM
Lisinopril,7654,7077,Quarterly,577,MEDIUM
Insulin,3726,3149,Monthly,577,MEDIUM
Insulin,6419,5842,Monthly,577,MEDIUM
Metformin,7710,7133,Monthly,577,MEDIUM
Insulin,9690,9113,Monthly,577,MEDIUM
Insulin,5322,4745,Weekly,577,MEDIUM
Metformin,9332,8755,Monthly,577,MEDIUM
Lisinopril,9141,8564,Quarterly,577,MEDIUM
Metformin,3757,3180,Weekly,577,MEDIUM
Lisinopril,3176,2599,Weekly,577,MEDIUM
Metformin,5428,4852,Quarterly,576,MEDIUM
Atorvastatin,4409,3833,Weekly,576,MEDIUM
Lisinopril,6233,5657,Quarterly,576,MEDIUM
Lisinopril,3882,3306,Weekly,576,MEDIUM
Atorvastatin,5826,5250,Monthly,576,MEDIUM
Insulin,5177,4601,Weekly,576,MEDIUM
Lisinopril,5589,5013,Weekly,576,MEDIUM
Atorvastatin,7468,6892,Weekly,576,MEDIUM
Lisinopril,9533,8958,Weekly,575,MEDIUM
Lisinopril,4923,4348,Weekly,575,MEDIUM
Lisinopril,3819,3244,Monthly,575,MEDIUM
Atorvastatin,8269,7694,Monthly,575,MEDIUM
Insulin,6695,6120,Weekly,575,MEDIUM
Insulin,5442,4867,Monthly,575,MEDIUM
Lisinopril,6649,6074,Monthly,575,MEDIUM
Insulin,8066,7491,Monthly,575,MEDIUM
Insulin,9892,9317,Monthly,575,MEDIUM
Atorvastatin,6473,5898,Quarterly,575,MEDIUM
Metformin,7756,7181,Weekly,575,MEDIUM
Metformin,6201,5626,Monthly,575,MEDIUM
Lisinopril,4006,3432,Monthly,574,MEDIUM
Insulin,8636,8062,Weekly,574,MEDIUM
Insulin,4749,4175,Weekly,574,MEDIUM
Insulin,9666,9092,Quarterly,574,MEDIUM
Metformin,8926,8352,Monthly,574,MEDIUM
Metformin,7490,6916,Quarterly,574,MEDIUM
Atorvastatin,9252,8678,Quarterly,574,MEDIUM
Lisinopril,3211,2637,Weekly,574,MEDIUM
Metformin,4640,4066,Weekly,574,MEDIUM
Atorvastatin,6245,5671,Quarterly,574,MEDIUM
Lisinopril,9974,9400,Monthly,574,MEDIUM
Lisinopril,2217,1643,Weekly,574,MEDIUM
Metformin,6737,6164,Quarterly,573,MEDIUM
Insulin,3411,2838,Weekly,573,MEDIUM
Lisinopril,9977,9404,Weekly,573,MEDIUM
Lisinopril,7287,6714,Weekly,573,MEDIUM
Lisinopril,6378,5805,Quarterly,573,MEDIUM
Metformin,2515,1942,Quarterly,573,MEDIUM
Metformin,4305,3732,Monthly,573,MEDIUM
Insulin,2992,2420,Monthly,572,MEDIUM
Lisinopril,2538,1966,Quarterly,572,MEDIUM
Atorvastatin,4872,4300,Monthly,572,MEDIUM
Lisinopril,8493,7921,Weekly,572,MEDIUM
Insulin,7739,7167,Quarterly,572,MEDIUM
Metformin,8606,8034,Weekly,572,MEDIUM
Metformin,5141,4569,Quarterly,572,MEDIUM
Atorvastatin,8693,8121,Weekly,572,MEDIUM
Atorvastatin,8617,8045,Quarterly,572,MEDIUM
Atorvastatin,8510,7938,Weekly,572,MEDIUM
Atorvastatin,8672,8100,Weekly,572,MEDIUM
Insulin,2977,2406,Quarterly,571,MEDIUM
Lisinopril,2764,2193,Monthly,571,MEDIUM
Metformin,7779,7208,Weekly,571,MEDIUM
Atorvastatin,6911,6340,Monthly,571,MEDIUM
Atorvastatin,6583,6012,Monthly,571,MEDIUM
Insulin,3714,3143,Quarterly,571,MEDIUM
Metformin,5058,4487,Quarterly,571,MEDIUM
Insulin,2574,2003,Quarterly,571,MEDIUM
Lisinopril,8983,8412,Weekly,571,MEDIUM
Atorvastatin,5243,4672,Quarterly,571,MEDIUM
Metformin,9043,8472,Quarterly,571,MEDIUM
Lisinopril,7564,6993,Weekly,571,MEDIUM
Insulin,3509,2939,Monthly,570,MEDIUM
Atorvastatin,6600,6030,Quarterly,570,MEDIUM
Lisinopril,4253,3683,Quarterly,570,MEDIUM
Metformin,2323,1753,Weekly,570,MEDIUM
Atorvastatin,6364,5794,Monthly,570,MEDIUM
Metformin,3405,2835,Weekly,570,MEDIUM
Insulin,4590,4020,Monthly,570,MEDIUM
Metformin,9076,8506,Monthly,570,MEDIUM
Insulin,7748,7178,Quarterly,570,MEDIUM
Lisinopril,2791,2221,Monthly,570,MEDIUM
Metformin,8641,8072,Quarterly,569,MEDIUM
Atorvastatin,9707,9138,Weekly,569,MEDIUM
Lisinopril,3185,2616,Quarterly,569,MEDIUM
Lisinopril,8725,8156,Quarterly,569,MEDIUM
Lisinopril,5220,4651,Monthly,569,MEDIUM
Lisinopril,3645,3076,Monthly,569,MEDIUM
Atorvastatin,7443,6874,Weekly,569,MEDIUM
Atorvastatin,9473,8904,Quarterly,569,MEDIUM
Metformin,4874,4305,Weekly,569,MEDIUM
Insulin,3423,2854,Quarterly,569,MEDIUM
Atorvastatin,8419,7850,Weekly,569,MEDIUM
Atorvastatin,3556,2987,Monthly,569,MEDIUM
Atorvastatin,5257,4688,Monthly,569,MEDIUM
Atorvastatin,5542,4974,Monthly,568,MEDIUM
Metformin,2360,1792,Quarterly,568,MEDIUM
Atorvastatin,5330,4762,Monthly,568,MEDIUM
Atorvastatin,4061,3493,Weekly,568,MEDIUM
Lisinopril,4443,3875,Monthly,568,MEDIUM
Lisinopril,4889,4321,Monthly,568,MEDIUM
Atorvastatin,8376,7808,Monthly,568,MEDIUM
Insulin,5693,5125,Quarterly,568,MEDIUM
Lisinopril,9226,8659,Quarterly,567,MEDIUM
Lisinopril,6948,6381,Monthly,567,MEDIUM
Atorvastatin,5531,4964,Quarterly,567,MEDIUM
Insulin,3600,3033,Quarterly,567,MEDIUM
Insulin,3180,2613,Weekly,567,MEDIUM
Atorvastatin,6483,5916,Weekly,567,MEDIUM
Insulin,6351,5784,Weekly,567,MEDIUM
Metformin,9573,9006,Monthly,567,MEDIUM
Atorvastatin,8885,8318,Weekly,567,MEDIUM
Atorvastatin,5460,4894,Weekly,566,MEDIUM
Lisinopril,3143,2577,Weekly,566,MEDIUM
Atorvastatin,6886,6320,Monthly,566,MEDIUM
Insulin,2922,2356,Monthly,566,MEDIUM
Metformin,6316,5750,Weekly,566,MEDIUM
Atorvastatin,6573,6007,Monthly,566,MEDIUM
Lisinopril,2367,1801,Weekly,566,MEDIUM
Insulin,9861,9296,Monthly,565,MEDIUM
Insulin,4683,4118,Weekly,565,MEDIUM
Insulin,8743,8178,Quarterly,565,MEDIUM
Insulin,9218,8653,Quarterly,565,MEDIUM
Metformin,8613,8048,Quarterly,565,MEDIUM
Metformin,2598,2033,Weekly,565,MEDIUM
Atorvastatin,7092,6527,Weekly,565,MEDIUM
Lisinopril,8553,7988,Monthly,565,MEDIUM
Atorvastatin,9497,8932,Weekly,565,MEDIUM
Lisinopril,4459,3894,Quarterly,565,MEDIUM
Insulin,3216,2651,Monthly,565,MEDIUM
Lisinopril,7893,7328,Quarterly,565,MEDIUM
Atorvastatin,3367,2803,Quarterly,564,MEDIUM
Atorvastatin,2709,2145,Weekly,564,MEDIUM
Insulin,5624,5060,Weekly,564,MEDIUM
Metformin,5870,5306,Monthly,564,MEDIUM
Lisinopril,6406,5842,Quarterly,564,MEDIUM
Insulin,2707,2143,Weekly,564,MEDIUM
Metformin,4824,4260,Weekly,564,MEDIUM
Lisinopril,8002,7438,Monthly,564,MEDIUM
Metformin,5562,4999,Monthly,563,MEDIUM
Metformin,8102,7539,Weekly,563,MEDIUM
Lisinopril,3723,3160,Quarterly,563,MEDIUM
Metformin,6373,5810,Quarterly,563,MEDIUM
Insulin,2552,1989,Weekly,563,MEDIUM
Lisinopril,4457,3894,Monthly,563,MEDIUM
Lisinopril,9408,8845,Weekly,563,MEDIUM
Insulin,5859,5296,Weekly,563,MEDIUM
Insulin,2579,2016,Quarterly,563,MEDIUM
Atorvastatin,9678,9115,Quarterly,563,MEDIUM
Metformin,5344,4782,Monthly,562,MEDIUM
Atorvastatin,6454,5892,Weekly,562,MEDIUM
Metformin,9630,9068,Weekly,562,MEDIUM
Insulin,9096,8534,Monthly,562,MEDIUM
Lisinopril,6289,5727,Monthly,562,MEDIUM
Atorvastatin,5136,4574,Weekly,562,MEDIUM
Metformin,5350,4788,Quarterly,562,MEDIUM
Atorvastatin,2939,2377,Monthly,562,MEDIUM
Atorvastatin,4094,3532,Monthly,562,MEDIUM
Atorvastatin,6155,5594,Monthly,561,MEDIUM
Metformin,2997,2436,Weekly,561,MEDIUM
Lisinopril,5232,4671,Monthly,561,MEDIUM
Insulin,8668,8107,Weekly,561,MEDIUM
Atorvastatin,8368,7807,Monthly,561,MEDIUM
Insulin,9493,8932,Monthly,561,MEDIUM
Metformin,6443,5882,Weekly,561,MEDIUM
Atorvastatin,5268,4707,Quarterly,561,MEDIUM
Atorvastatin,7252,6691,Weekly,561,MEDIUM
Atorvastatin,8058,7497,Quarterly,561,MEDIUM
Insulin,9148,8587,Weekly,561,MEDIUM
Atorvastatin,3343,2782,Weekly,561,MEDIUM
Insulin,5815,5254,Quarterly,561,MEDIUM
Insulin,4470,3910,Monthly,560,MEDIUM
Atorvastatin,4451,3891,Monthly,560,MEDIUM
Atorvastatin,5446,4886,Quarterly,560,MEDIUM
Metformin,7443,6883,Monthly,560,MEDIUM
Atorvastatin,7129,6569,Monthly,560,MEDIUM
Metformin,5280,4720,Weekly,560,MEDIUM
Insulin,5835,5275,Monthly,560,MEDIUM
Insulin,4956,4396,Monthly,560,MEDIUM
Metformin,6228,5669,Quarterly,559,MEDIUM
Atorvastatin,8090,7531,Quarterly,559,MEDIUM
Insulin,7168,6609,Quarterly,559,MEDIUM
Insulin,2523,1964,Quarterly,559,MEDIUM
Metformin,9914,9355,Quarterly,559,MEDIUM
Insulin,4536,3977,Quarterly,559,MEDIUM
Atorvastatin,8282,7723,Weekly,559,MEDIUM
Atorvastatin,7012,6453,Weekly,559,MEDIUM
Lisinopril,3880,3321,Quarterly,559,MEDIUM
Atorvastatin,5301,4742,Quarterly,559,MEDIUM
Insulin,3208,2650,Weekly,558,MEDIUM
Atorvastatin,7829,7271,Monthly,558,MEDIUM
Insulin,8601,8043,Weekly,558,MEDIUM
Insulin,6669,6111,Quarterly,558,MEDIUM
Lisinopril,5320,4762,Quarterly,558,MEDIUM
Lisinopril,4129,3571,Monthly,558,MEDIUM
Insulin,6753,6195,Weekly,558,MEDIUM
Insulin,9227,8669,Quarterly,558,MEDIUM
Lisinopril,3495,2937,Quarterly,558,MEDIUM
Lisinopril,7210,6652,Quarterly,558,MEDIUM
Lisinopril,9560,9002,Quarterly,558,MEDIUM
Metformin,4074,3517,Quarterly,557,MEDIUM
Insulin,9211,8654,Quarterly,557,MEDIUM
Insulin,9946,9389,Monthly,557,MEDIUM
Lisinopril,9336,8779,Weekly,557,MEDIUM
Metformin,2608,2051,Monthly,557,MEDIUM
Atorvastatin,7332,6775,Quarterly,557,MEDIUM
Atorvastatin,7397,6840,Weekly,557,MEDIUM
Metformin,9617,9060,Monthly,557,MEDIUM
Lisinopril,7359,6802,Monthly,557,MEDIUM
Metformin,6548,5991,Monthly,557,MEDIUM
Atorvastatin,2484,1927,Weekly,557,MEDIUM
Atorvastatin,5089,4532,Quarterly,557,MEDIUM
Insulin,7774,7217,Weekly,557,MEDIUM
Lisinopril,3274,2717,Monthly,557,MEDIUM
Lisinopril,7047,6491,Quarterly,556,MEDIUM
Lisinopril,8851,8295,Weekly,556,MEDIUM
Lisinopril,9874,9318,Monthly,556,MEDIUM
Atorvastatin,4941,4385,Monthly,556,MEDIUM
Insulin,4700,4144,Weekly,556,MEDIUM
Lisinopril,2748,2192,Monthly,556,MEDIUM
Insulin,9742,9187,Weekly,555,MEDIUM
Lisinopril,2628,2073,Weekly,555,MEDIUM
Atorvastatin,9771,9216,Weekly,555,MEDIUM
Insulin,2111,1556,Monthly,555,MEDIUM
Lisinopril,7968,7413,Monthly,555,MEDIUM
Metformin,3496,2941,Quarterly,555,MEDIUM
Metformin,2200,1645,Weekly,555,MEDIUM
Metformin,6490,5935,Quarterly,555,MEDIUM
Lisinopril,7092,6537,Monthly,555,MEDIUM
Metformin,7285,6731,Monthly,554,MEDIUM
Lisinopril,6184,5630,Monthly,554,MEDIUM
Lisinopril,4041,3487,Weekly,554,MEDIUM
Atorvastatin,5926,5372,Weekly,554,MEDIUM
Lisinopril,3542,2988,Quarterly,554,MEDIUM
Metformin,8007,7453,Weekly,554,MEDIUM
Lisinopril,6089,5535,Weekly,554,MEDIUM
Insulin,6434,5880,Quarterly,554,MEDIUM
Insulin,8393,7839,Monthly,554,MEDIUM
Lisinopril,4793,4239,Weekly,554,MEDIUM
Insulin,4700,4147,Weekly,553,MEDIUM
Metformin,3018,2465,Weekly,553,MEDIUM
Metformin,8261,7708,Monthly,553,MEDIUM
Atorvastatin,3539,2986,Quarterly,553,MEDIUM
Metformin,8048,7495,Weekly,553,MEDIUM
Atorvastatin,7802,7249,Weekly,553,MEDIUM
Metformin,6248,5695,Quarterly,553,MEDIUM
Atorvastatin,6607,6054,Monthly,553,MEDIUM
Lisinopril,7375,6823,Weekly,552,MEDIUM
Insulin,8739,8187,Quarterly,552,MEDIUM
Lisinopril,4325,3773,Quarterly,552,MEDIUM
Atorvastatin,4914,4362,Weekly,552,MEDIUM
Atorvastatin,6849,6297,Weekly,552,MEDIUM
Metformin,4467,3915,Monthly,552,MEDIUM
Lisinopril,9096,8544,Weekly,552,MEDIUM
Atorvastatin,4521,3969,Weekly,552,MEDIUM
Metformin,4519,3968,Weekly,551,MEDIUM
Atorvastatin,6231,5680,Quarterly,551,MEDIUM
Metformin,8993,8442,Quarterly,551,MEDIUM
Lisinopril,6617,6066,Monthly,551,MEDIUM
Lisinopril,3478,2927,Weekly,551,MEDIUM
Insulin,5622,5071,Monthly,551,MEDIUM
Metformin,2478,1927,Monthly,551,MEDIUM
Atorvastatin,5263,4713,Monthly,550,MEDIUM
Lisinopril,4227,3677,Weekly,550,MEDIUM
Lisinopril,4971,4421,Weekly,550,MEDIUM
Lisinopril,8525,7975,Quarterly,550,MEDIUM
Insulin,6270,5720,Monthly,550,MEDIUM
Metformin,8517,7967,Quarterly,550,MEDIUM
Lisinopril,9279,8729,Monthly,550,MEDIUM
Insulin,4246,3696,Monthly,550,MEDIUM
Lisinopril,8177,7627,Quarterly,550,MEDIUM
Insulin,9582,9032,Monthly,550,MEDIUM
Lisinopril,5744,5195,Quarterly,549,MEDIUM
Lisinopril,6026,5477,Weekly,549,MEDIUM
Atorvastatin,2413,1864,Quarterly,549,MEDIUM
Atorvastatin,7601,7052,Quarterly,549,MEDIUM
Metformin,7748,7199,Monthly,549,MEDIUM
Atorvastatin,5697,5148,Weekly,549,MEDIUM
Metformin,6246,5697,Weekly,549,MEDIUM
Insulin,6150,5601,Weekly,549,MEDIUM
Atorvastatin,9199,8650,Monthly,549,MEDIUM
Metformin,6030,5481,Weekly,549,MEDIUM
Atorvastatin,5655,5107,Monthly,548,MEDIUM
Metformin,2265,1717,Quarterly,548,MEDIUM
Insulin,6430,5882,Weekly,548,MEDIUM
Metformin,2901,2353,Quarterly,548,MEDIUM
Atorvastatin,9855,9308,Quarterly,547,MEDIUM
Atorvastatin,6912,6365,Monthly,547,MEDIUM
Insulin,5152,4605,Quarterly,547,MEDIUM
Metformin,9580,9033,Weekly,547,MEDIUM
Metformin,4355,3808,Weekly,547,MEDIUM
Metformin,9747,9200,Quarterly,547,MEDIUM
Lisinopril,5582,5035,Quarterly,547,MEDIUM
Atorvastatin,2354,1808,Quarterly,546,MEDIUM
Atorvastatin,9132,8586,Weekly,546,MEDIUM
Metformin,8265,7719,Weekly,546,MEDIUM
Atorvastatin,2332,1786,Weekly,546,MEDIUM
Metformin,6783,6237,Weekly,546,MEDIUM
Atorvastatin,3173,2627,Weekly,546,MEDIUM
Metformin,5686,5140,Monthly,546,MEDIUM
Insulin,2677,2132,Quarterly,545,MEDIUM
Insulin,4978,4433,Weekly,545,MEDIUM
Insulin,6572,6027,Monthly,545,MEDIUM
Metformin,4639,4094,Monthly,545,MEDIUM
Lisinopril,8536,7991,Monthly,545,MEDIUM
Atorvastatin,7880,7335,Quarterly,545,MEDIUM
Atorvastatin,9154,8609,Weekly,545,MEDIUM
Insulin,9617,9073,Monthly,544,MEDIUM
Lisinopril,4187,3643,Weekly,544,MEDIUM
Metformin,4828,4284,Quarterly,544,MEDIUM
Atorvastatin,6232,5688,Weekly,544,MEDIUM
Metformin,7618,7074,Weekly,544,MEDIUM
Insulin,6306,5762,Quarterly,544,MEDIUM
Atorvastatin,3804,3261,Weekly,543,MEDIUM
Metformin,6895,6352,Weekly,543,MEDIUM
Lisinopril,6123,5580,Monthly,543,MEDIUM
Atorvastatin,3934,3391,Weekly,543,MEDIUM
Metformin,7167,6624,Quarterly,543,MEDIUM
Metformin,7398,6855,Quarterly,543,MEDIUM
Lisinopril,7322,6780,Quarterly,542,MEDIUM
Metformin,8124,7582,Weekly,542,MEDIUM
Insulin,9140,8598,Quarterly,542,MEDIUM
Atorvastatin,7242,6700,Weekly,542,MEDIUM
Insulin,9336,8794,Quarterly,542,MEDIUM
Lisinopril,3945,3403,Monthly,542,MEDIUM
Atorvastatin,4213,3671,Weekly,542,MEDIUM
Lisinopril,6676,6134,Monthly,542,MEDIUM
Lisinopril,9442,8900,Quarterly,542,MEDIUM
Atorvastatin,7292,6751,Quarterly,541,MEDIUM
Insulin,4028,3487,Monthly,541,MEDIUM
Metformin,5142,4601,Quarterly,541,MEDIUM
Metformin,8422,7881,Quarterly,541,MEDIUM
Atorvastatin,8091,7550,Quarterly,541,MEDIUM
Metformin,8110,7569,Quarterly,541,MEDIUM
Insulin,8737,8196,Monthly,541,MEDIUM
Atorvastatin,5396,4856,Quarterly,540,MEDIUM
Insulin,3041,2501,Monthly,540,MEDIUM
Lisinopril,9457,8917,Weekly,540,MEDIUM
Atorvastatin,9618,9078,Quarterly,540,MEDIUM
Metformin,7838,7298,Weekly,540,MEDIUM
Metformin,6222,5682,Weekly,540,MEDIUM
Atorvastatin,2815,2275,Weekly,540,MEDIUM
Lisinopril,5520,4980,Weekly,540,MEDIUM
Insulin,9234,8694,Weekly,540,MEDIUM
Atorvastatin,5598,5058,Weekly,540,MEDIUM
Insulin,5036,4496,Weekly,540,MEDIUM
Lisinopril,3142,2602,Weekly,540,MEDIUM
Atorvastatin,3800,3260,Monthly,540,MEDIUM
Insulin,8482,7942,Quarterly,540,MEDIUM
